Time,Ch1: [ppm],Concentration Status,Temp [°C],Temp. Status
00:28:44,38.4,G,66.4,G
00:28:49,38.4,G,66.4,G
00:28:54,38.3,G,66.4,G
00:28:59,38.3,G,66.4,G
00:29:04,38.3,G,66.4,G
00:29:09,38.3,G,66.4,G
00:29:14,38.4,G,66.4,G
00:29:19,38.6,G,66.4,G
00:29:24,38.6,G,66.4,G
00:29:29,38.5,G,66.4,G
00:29:34,38.3,G,66.4,G
00:29:39,38.1,G,66.4,G
00:29:44,37.9,G,66.4,G
00:29:49,38.0,G,66.4,G
00:29:54,38.0,G,66.4,G
00:29:59,37.9,G,66.4,G
00:30:04,37.9,G,66.4,G
00:30:09,37.8,G,66.4,G
00:30:14,37.7,G,66.4,G
00:30:19,37.6,G,66.4,G
00:30:24,37.5,G,66.4,G
00:30:29,37.3,G,66.4,G
00:30:34,37.1,G,66.4,G
00:30:39,37.1,G,66.4,G
00:30:44,37.1,G,66.4,G
00:30:49,37.4,G,66.4,G
00:30:54,37.7,G,66.4,G
00:30:59,37.9,G,66.4,G
00:31:04,38.0,G,66.4,G
00:31:09,38.1,G,66.4,G
00:31:14,38.0,G,66.4,G
00:31:19,38.0,G,66.4,G
00:31:24,38.1,G,66.4,G
00:31:29,38.2,G,66.4,G
00:31:34,38.2,G,66.4,G
00:31:39,38.2,G,66.4,G
00:31:44,38.2,G,66.4,G
00:31:49,38.3,G,66.4,G
00:31:54,38.5,G,66.4,G
00:31:59,38.6,G,66.4,G
00:32:04,38.7,G,66.4,G
00:32:09,38.8,G,66.4,G
00:32:14,38.8,G,66.4,G
00:32:19,38.8,G,66.4,G
00:32:24,38.8,G,66.4,G
00:32:29,38.8,G,66.4,G
00:32:34,38.8,G,66.4,G
00:32:39,38.7,G,66.4,G
00:32:44,38.6,G,66.4,G
00:32:49,38.5,G,66.4,G
00:32:54,38.5,G,66.4,G
00:32:59,38.4,G,66.4,G
00:33:04,38.3,G,66.4,G
00:33:09,38.2,G,66.4,G
00:33:14,38.2,G,66.4,G
00:33:19,38.1,G,66.4,G
00:33:24,38.1,G,66.4,G
00:33:29,38.1,G,66.4,G
00:33:34,38.1,G,66.4,G
00:33:39,38.1,G,66.4,G
00:33:44,38.2,G,66.4,G
00:33:49,38.2,G,66.4,G
00:33:54,38.3,G,66.4,G
00:33:59,38.4,G,66.4,G
00:34:04,38.4,G,66.4,G
00:34:09,38.6,G,66.4,G
00:34:14,38.7,G,66.4,G
00:34:19,38.7,G,66.4,G
00:34:24,38.7,G,66.4,G
00:34:29,38.5,G,66.4,G
00:34:34,38.3,G,66.4,G
00:34:39,38.1,G,66.4,G
00:34:44,37.8,G,66.4,G
00:34:49,37.6,G,66.4,G
00:34:54,37.6,G,66.4,G
00:34:59,37.7,G,66.4,G
00:35:04,37.8,G,66.4,G
00:35:09,38.0,G,66.4,G
00:35:14,38.2,G,66.4,G
00:35:19,38.3,G,66.4,G
00:35:24,38.3,G,66.4,G
00:35:29,38.3,G,66.4,G
00:35:34,38.2,G,66.4,G
00:35:39,38.1,G,66.4,G
00:35:44,38.0,G,66.4,G
00:35:49,38.0,G,66.4,G
00:35:54,38.0,G,66.4,G
00:35:59,38.1,G,66.4,G
00:36:04,38.2,G,66.4,G
00:36:09,38.3,G,66.4,G
00:36:14,38.4,G,66.4,G
00:36:19,38.4,G,66.4,G
00:36:24,38.5,G,66.4,G
00:36:29,38.6,G,66.4,G
00:36:34,38.8,G,66.4,G
00:36:39,38.9,G,66.4,G
00:36:44,38.9,G,66.4,G
00:36:49,38.8,G,66.4,G
00:36:54,38.7,G,66.4,G
00:36:59,38.6,G,66.4,G
00:37:04,38.5,G,66.4,G
00:37:09,38.5,G,66.4,G
00:37:14,38.5,G,66.4,G
00:37:19,38.3,G,66.4,G
00:37:24,38.2,G,66.4,G
00:37:29,38.0,G,66.4,G
00:37:34,37.9,G,66.4,G
00:37:39,37.9,G,66.4,G
00:37:44,37.9,G,66.4,G
00:37:49,38.1,G,66.4,G
00:37:54,38.3,G,66.4,G
00:37:59,38.4,G,66.4,G
00:38:04,38.5,G,66.4,G
00:38:09,38.5,G,66.4,G
00:38:14,38.5,G,66.4,G
00:38:19,38.5,G,66.4,G
00:38:24,38.4,G,66.4,G
00:38:29,38.5,G,66.4,G
00:38:34,38.6,G,66.4,G
00:38:39,38.6,G,66.4,G
00:38:44,38.7,G,66.4,G
00:38:49,38.7,G,66.4,G
00:38:54,38.6,G,66.4,G
00:38:59,38.4,G,66.4,G
00:39:04,38.4,G,66.4,G
00:39:09,38.3,G,66.4,G
00:39:14,38.3,G,66.4,G
00:39:19,38.4,G,66.4,G
00:39:24,38.5,G,66.4,G
00:39:29,38.5,G,66.4,G
00:39:34,38.6,G,66.4,G
00:39:39,38.7,G,66.4,G
00:39:44,38.8,G,66.4,G
00:39:49,38.8,G,66.4,G
00:39:54,38.8,G,66.4,G
00:39:59,38.7,G,66.4,G
00:40:04,38.6,G,66.4,G
00:40:09,38.5,G,66.4,G
00:40:14,38.5,G,66.4,G
00:40:19,38.5,G,66.4,G
00:40:24,38.5,G,66.4,G
00:40:29,38.5,G,66.4,G
00:40:34,38.5,G,66.4,G
00:40:39,38.5,G,66.4,G
00:40:44,38.5,G,66.4,G
00:40:49,38.5,G,66.4,G
00:40:54,38.4,G,66.4,G
00:40:59,38.3,G,66.4,G
00:41:04,38.1,G,66.4,G
00:41:09,38.0,G,66.4,G
00:41:14,38.0,G,66.4,G
00:41:19,38.0,G,66.4,G
00:41:24,38.1,G,66.4,G
00:41:29,38.1,G,66.4,G
00:41:34,38.2,G,66.4,G
00:41:39,38.2,G,66.4,G
00:41:44,38.4,G,66.4,G
00:41:49,38.5,G,66.4,G
00:41:54,38.8,G,66.4,G
00:41:59,38.9,G,66.4,G
00:42:04,39.0,G,66.4,G
00:42:09,39.0,G,66.4,G
00:42:14,39.0,G,66.4,G
00:42:19,38.9,G,66.4,G
00:42:24,38.9,G,66.4,G
00:42:29,38.8,G,66.4,G
00:42:34,38.8,G,66.4,G
00:42:39,38.7,G,66.4,G
00:42:44,38.6,G,66.4,G
00:42:49,38.6,G,66.4,G
00:42:54,38.5,G,66.4,G
00:42:59,38.5,G,66.4,G
00:43:04,38.5,G,66.4,G
00:43:09,38.6,G,66.4,G
00:43:14,38.6,G,66.4,G
00:43:19,38.5,G,66.4,G
00:43:24,38.5,G,66.4,G
00:43:29,38.4,G,66.4,G
00:43:34,38.4,G,66.4,G
00:43:39,38.3,G,66.4,G
00:43:44,38.4,G,66.4,G
00:43:49,38.3,G,66.4,G
00:43:54,38.3,G,66.4,G
00:43:59,38.3,G,66.4,G
00:44:04,38.2,G,66.4,G
00:44:09,38.1,G,66.4,G
00:44:14,38.1,G,66.4,G
00:44:19,38.0,G,66.4,G
00:44:24,38.1,G,66.4,G
00:44:29,38.2,G,66.4,G
00:44:34,38.3,G,66.4,G
00:44:39,38.5,G,66.4,G
00:44:44,38.5,G,66.4,G
00:44:49,38.5,G,66.4,G
00:44:54,38.4,G,66.4,G
00:44:59,38.5,G,66.4,G
00:45:04,38.4,G,66.4,G
00:45:09,38.5,G,66.4,G
00:45:14,38.5,G,66.4,G
00:45:19,38.6,G,66.4,G
00:45:24,38.6,G,66.4,G
00:45:29,38.6,G,66.4,G
00:45:34,38.5,G,66.4,G
00:45:39,38.5,G,66.4,G
00:45:44,38.5,G,66.4,G
00:45:49,38.6,G,66.4,G
00:45:54,38.6,G,66.4,G
00:45:59,38.6,G,66.4,G
00:46:04,38.6,G,66.4,G
00:46:09,38.5,G,66.4,G
00:46:14,38.6,G,66.4,G
00:46:19,38.6,G,66.4,G
00:46:24,38.5,G,66.4,G
00:46:29,38.4,G,66.4,G
00:46:34,38.3,G,66.4,G
00:46:39,38.2,G,66.4,G
00:46:44,38.1,G,66.4,G
00:46:49,38.1,G,66.4,G
00:46:54,38.1,G,66.4,G
00:46:59,38.1,G,66.4,G
00:47:04,38.2,G,66.4,G
00:47:09,38.3,G,66.4,G
00:47:14,38.2,G,66.4,G
00:47:19,38.0,G,66.4,G
00:47:24,37.8,G,66.4,G
00:47:29,37.6,G,66.4,G
00:47:34,37.6,G,66.4,G
00:47:39,37.6,G,66.4,G
00:47:44,37.7,G,66.4,G
00:47:49,37.7,G,66.4,G
00:47:54,37.8,G,66.4,G
00:47:59,37.9,G,66.4,G
00:48:04,37.9,G,66.4,G
00:48:09,38.0,G,66.4,G
00:48:14,38.1,G,66.4,G
00:48:19,38.1,G,66.4,G
00:48:24,38.1,G,66.4,G
00:48:29,38.1,G,66.4,G
00:48:34,38.0,G,66.4,G
00:48:39,37.9,G,66.4,G
00:48:44,37.8,G,66.4,G
00:48:49,37.8,G,66.4,G
00:48:54,37.7,G,66.4,G
00:48:59,37.7,G,66.4,G
00:49:04,37.6,G,66.4,G
00:49:09,37.6,G,66.4,G
00:49:14,37.7,G,66.4,G
00:49:19,37.7,G,66.4,G
00:49:24,37.8,G,66.4,G
00:49:29,37.8,G,66.4,G
00:49:34,37.8,G,66.4,G
00:49:39,37.9,G,66.4,G
00:49:44,38.0,G,66.4,G
00:49:49,38.1,G,66.4,G
00:49:54,38.3,G,66.4,G
00:49:59,38.4,G,66.4,G
00:50:04,38.5,G,66.4,G
00:50:09,38.4,G,66.4,G
00:50:14,38.3,G,66.4,G
00:50:19,38.2,G,66.4,G
00:50:24,38.2,G,66.4,G
00:50:29,38.2,G,66.4,G
00:50:34,38.1,G,66.4,G
00:50:39,38.0,G,66.4,G
00:50:44,38.0,G,66.4,G
00:50:49,38.0,G,66.4,G
00:50:54,38.0,G,66.4,G
00:50:59,38.1,G,66.4,G
00:51:04,38.1,G,66.4,G
00:51:09,38.1,G,66.4,G
00:51:14,38.1,G,66.4,G
00:51:19,38.3,G,66.4,G
00:51:24,38.4,G,66.4,G
00:51:29,38.4,G,66.4,G
00:51:34,38.5,G,66.4,G
00:51:39,38.6,G,66.4,G
00:51:44,38.6,G,66.4,G
00:51:49,38.6,G,66.4,G
00:51:54,38.6,G,66.4,G
00:51:59,38.5,G,66.4,G
00:52:04,38.4,G,66.4,G
00:52:09,38.4,G,66.4,G
00:52:14,38.4,G,66.4,G
00:52:19,38.5,G,66.4,G
00:52:24,38.5,G,66.4,G
00:52:29,38.5,G,66.4,G
00:52:34,38.5,G,66.4,G
00:52:39,38.4,G,66.4,G
00:52:44,38.4,G,66.4,G
00:52:49,38.3,G,66.4,G
00:52:54,38.3,G,66.4,G
00:52:59,38.3,G,66.4,G
00:53:04,38.3,G,66.4,G
00:53:09,38.2,G,66.4,G
00:53:14,38.2,G,66.4,G
00:53:19,38.0,G,66.4,G
00:53:24,38.0,G,66.4,G
00:53:29,38.1,G,66.4,G
00:53:34,38.2,G,66.4,G
00:53:39,38.4,G,66.4,G
00:53:44,38.5,G,66.4,G
00:53:49,38.6,G,66.4,G
00:53:54,38.6,G,66.4,G
00:53:59,38.6,G,66.4,G
00:54:04,38.7,G,66.4,G
00:54:09,38.9,G,66.4,G
00:54:14,38.9,G,66.4,G
00:54:19,38.9,G,66.4,G
00:54:24,38.9,G,66.4,G
00:54:29,38.9,G,66.4,G
00:54:34,38.9,G,66.4,G
00:54:39,38.9,G,66.4,G
00:54:44,38.9,G,66.4,G
00:54:49,38.8,G,66.4,G
00:54:54,38.8,G,66.4,G
00:54:59,38.7,G,66.4,G
00:55:04,38.6,G,66.4,G
00:55:09,38.6,G,66.4,G
00:55:14,38.5,G,66.4,G
00:55:19,38.5,G,66.4,G
00:55:24,38.5,G,66.4,G
00:55:29,38.6,G,66.4,G
00:55:34,38.6,G,66.4,G
00:55:39,38.5,G,66.4,G
00:55:44,38.4,G,66.4,G
00:55:49,38.2,G,66.4,G
00:55:54,38.0,G,66.4,G
00:55:59,37.9,G,66.4,G
00:56:04,37.8,G,66.4,G
00:56:09,37.9,G,66.4,G
00:56:14,38.0,G,66.4,G
00:56:19,38.1,G,66.4,G
00:56:24,38.4,G,66.4,G
00:56:29,38.6,G,66.4,G
00:56:34,38.5,G,66.4,G
00:56:39,38.4,G,66.4,G
00:56:44,38.3,G,66.4,G
00:56:49,38.2,G,66.4,G
00:56:54,38.2,G,66.4,G
00:56:59,38.4,G,66.4,G
00:57:04,38.5,G,66.4,G
00:57:09,38.5,G,66.4,G
00:57:14,38.4,G,66.4,G
00:57:19,38.3,G,66.4,G
00:57:24,38.2,G,66.4,G
00:57:29,38.3,G,66.4,G
00:57:34,38.4,G,66.4,G
00:57:39,38.5,G,66.4,G
00:57:44,38.5,G,66.4,G
00:57:49,38.5,G,66.4,G
00:57:54,38.4,G,66.4,G
00:57:59,38.2,G,66.4,G
00:58:04,38.3,G,66.4,G
00:58:09,38.4,G,66.4,G
00:58:14,38.5,G,66.4,G
00:58:19,38.7,G,66.4,G
00:58:24,38.8,G,66.4,G
00:58:29,38.8,G,66.4,G
00:58:34,38.8,G,66.4,G
00:58:39,39.0,G,66.4,G
00:58:44,39.1,G,66.4,G
00:58:49,39.2,G,66.4,G
00:58:54,39.1,G,66.4,G
00:58:59,39.0,G,66.4,G
00:59:04,38.9,G,66.4,G
00:59:09,38.8,G,66.4,G
00:59:14,38.7,G,66.4,G
00:59:19,38.6,G,66.4,G
00:59:24,38.6,G,66.4,G
00:59:29,38.5,G,66.4,G
00:59:34,38.5,G,66.4,G
00:59:39,38.5,G,66.4,G
00:59:44,38.5,G,66.4,G
00:59:49,38.5,G,66.4,G
00:59:54,38.4,G,66.4,G
00:59:59,38.3,G,66.4,G
01:00:04,38.2,G,66.4,G
01:00:09,38.1,G,66.4,G
01:00:14,38.0,G,66.4,G
01:00:19,37.9,G,66.4,G
01:00:24,37.9,G,66.4,G
01:00:29,37.9,G,66.4,G
01:00:34,38.0,G,66.4,G
01:00:39,38.1,G,66.4,G
01:00:44,38.3,G,66.4,G
01:00:49,38.5,G,66.4,G
01:00:54,38.5,G,66.4,G
01:00:59,38.5,G,66.4,G
01:01:04,38.5,G,66.4,G
01:01:09,38.5,G,66.4,G
01:01:14,38.4,G,66.4,G
01:01:19,38.5,G,66.4,G
01:01:24,38.4,G,66.4,G
01:01:29,38.3,G,66.4,G
01:01:34,38.1,G,66.4,G
01:01:39,38.0,G,66.4,G
01:01:44,37.8,G,66.4,G
01:01:49,37.8,G,66.4,G
01:01:54,37.9,G,66.4,G
01:01:59,38.0,G,66.4,G
01:02:04,38.2,G,66.4,G
01:02:09,38.4,G,66.4,G
01:02:14,38.4,G,66.4,G
01:02:19,38.5,G,66.4,G
01:02:24,38.6,G,66.4,G
01:02:29,38.6,G,66.4,G
01:02:34,38.5,G,66.4,G
01:02:39,38.6,G,66.4,G
01:02:44,38.6,G,66.4,G
01:02:49,38.5,G,66.4,G
01:02:54,38.5,G,66.4,G
01:02:59,38.4,G,66.4,G
01:03:04,38.3,G,66.4,G
01:03:09,38.3,G,66.4,G
01:03:14,38.3,G,66.4,G
01:03:19,38.3,G,66.4,G
01:03:24,38.3,G,66.4,G
01:03:29,38.2,G,66.4,G
01:03:34,38.3,G,66.4,G
01:03:39,38.4,G,66.4,G
01:03:44,38.6,G,66.4,G
01:03:49,38.8,G,66.4,G
01:03:54,39.0,G,66.4,G
01:03:59,39.0,G,66.4,G
01:04:04,39.0,G,66.4,G
01:04:09,38.9,G,66.4,G
01:04:14,38.6,G,66.4,G
01:04:19,38.5,G,66.4,G
01:04:24,38.4,G,66.4,G
01:04:29,38.4,G,66.4,G
