Time [ms],Volumeflow_Air [m^3/h],Volumeflow_Water [m^3/h],T_Water_In [°C],T_1_Back [°C],T_1_bottom [°C],T_1_Front [°C],T_2_Top [°C],T_2_Back [°C],T_2_Bottom [°C],T_2_Front [°C],T_1_Top_Combi [°C],T_2_Top_Combi [°C],rel_Humid_1 [%],rel_Humid_2 [%],dp_HEPA [Pa],dp_Rainwasher [Pa],dp_RainwasherToOut [Pa]
114993,300.13640,0.00259,16.80000,12.30000,12.50000,12.10001,12.10001,12.20000,11.10001,12.40001,12.15369,12.37342,51.94861,51.74413,178.17500,1.66922,3.22461
115990,300.20870,0.00260,16.80000,12.20000,12.50000,12.10001,12.10001,12.10001,11.10001,12.40001,12.16101,12.37708,51.95166,51.74413,178.30850,1.62535,3.12787
116992,300.30320,0.00256,16.80000,12.20000,12.40001,12.10001,12.10001,12.20000,11.10001,12.40001,12.16468,12.37342,51.95776,51.78991,177.91910,1.63139,3.67271
117993,300.15860,0.00255,16.90001,12.30000,12.40001,12.10001,12.10001,12.20000,11.10001,12.40001,12.16468,12.37708,51.95166,51.78075,177.99810,1.58339,3.93076
118990,300.19390,0.00254,16.80000,12.20000,12.40001,12.20000,12.10001,12.20000,11.10001,12.40001,12.16101,12.38074,51.95776,51.78075,178.44530,1.59356,3.43919
119991,300.62000,0.00248,16.80000,12.30000,12.40001,12.10001,12.10001,12.20000,11.10001,12.40001,12.16468,12.38074,51.95471,51.78381,178.83700,1.61709,3.04330
120991,300.56070,0.00243,16.90001,12.20000,12.50000,12.10001,12.10001,12.20000,11.10001,12.40001,12.11707,12.37708,51.88147,51.74718,178.48210,1.60691,3.24303
121994,300.11970,0.00257,16.80000,12.20000,12.40001,12.10001,12.10001,12.20000,11.10001,12.40001,12.10975,12.36976,51.87842,51.74413,178.49540,1.59611,3.47459
122992,300.35510,0.00255,16.80000,12.30000,12.40001,12.10001,12.10001,12.20000,11.10001,12.40001,12.11341,12.37342,51.88147,51.75024,178.62890,1.65968,3.74622
123989,300.41070,0.00252,16.80000,12.20000,12.40001,12.10001,12.10001,12.20000,11.10001,12.40001,12.11341,12.38074,51.88147,51.75024,177.92910,1.64220,2.97768
124994,300.03620,0.00251,16.80000,12.30000,12.40001,12.10001,12.10001,12.10001,11.10001,12.40001,12.12073,12.37708,51.88147,51.75024,178.07930,1.64760,2.16533
125990,300.35700,0.00247,16.80000,12.30000,12.40001,12.10001,12.10001,12.10001,11.10001,12.40001,12.11341,12.36976,51.87842,51.71362,179.92960,1.59038,3.31062
126990,300.41630,0.00259,16.80000,12.20000,12.40001,12.20000,12.10001,12.10001,11.10001,12.40001,12.11707,12.37342,51.87231,51.71362,179.85390,1.57512,3.15988
127995,300.26990,0.00253,16.80000,12.30000,12.50000,12.20000,12.10001,12.20000,11.10001,12.40001,12.12806,12.36610,51.88147,51.71362,178.85480,1.59547,3.01988
128989,300.23830,0.00253,16.80000,12.30000,12.40001,12.10001,12.10001,12.20000,11.10001,12.40001,12.12073,12.38074,51.88452,51.70446,178.70010,1.61232,3.32689
129994,300.32550,0.00252,16.80000,12.20000,12.50000,12.10001,12.10001,12.20000,11.10001,12.30000,12.11707,12.37708,51.88147,51.70446,178.29070,1.64347,2.96855
130989,300.47000,0.00249,16.80000,12.30000,12.50000,12.20000,12.10001,12.20000,11.10001,12.40001,12.15003,12.36976,51.91199,51.70751,178.91600,1.65174,3.31778
131991,299.63530,0.00277,16.80000,12.30000,12.40001,12.10001,12.10001,12.10001,11.10001,12.30000,12.16101,12.36976,51.92114,51.70446,178.63230,1.61518,4.77153
132995,298.66040,0.00262,16.80000,12.30000,12.40001,12.10001,12.10001,12.20000,11.10001,12.40001,12.15369,12.36610,51.91504,51.70446,177.95240,1.65174,6.68126
133992,298.22410,0.00247,16.80000,12.30000,12.40001,12.20000,12.10001,12.20000,11.10001,12.40001,12.15003,12.37342,51.92114,51.70751,178.47870,1.64919,7.34807
134991,298.27450,0.00257,16.80000,12.30000,12.50000,12.10001,12.10001,12.20000,11.10001,12.40001,12.16101,12.37342,51.88147,51.70446,178.65790,1.63616,7.38400
135991,298.42180,0.00246,16.80000,12.30000,12.40001,12.10001,12.10001,12.10001,11.10001,12.40001,12.16101,12.37342,51.88147,51.70141,178.33630,1.67558,7.54440
136992,298.40510,0.00252,16.80000,12.30000,12.40001,12.10001,12.10001,12.20000,11.10001,12.40001,12.16101,12.37342,51.88147,51.71362,177.50520,1.66127,7.44981
137989,298.60640,0.00248,16.80000,12.30000,12.50000,12.10001,12.10001,12.20000,11.10001,12.40001,12.15369,12.36976,51.88147,51.70751,177.50290,1.64919,7.60323
138989,298.51880,0.00253,16.80000,12.30000,12.40001,12.10001,12.10001,12.10001,11.10001,12.40001,12.16101,12.37342,51.88452,51.70751,178.03810,1.68194,7.55083
139990,298.75550,0.00246,16.80000,12.20000,12.40001,12.10001,12.10001,12.20000,11.10001,12.40001,12.16468,12.38074,51.88147,51.74413,178.16050,1.60501,6.00462
140989,299.71700,0.00244,16.80000,12.30000,12.40001,12.20000,12.10001,12.20000,11.10001,12.40001,12.16101,12.37342,51.88757,51.75634,178.15610,1.64188,4.32092
141996,300.33850,0.00258,16.80000,12.30000,12.50000,12.20000,12.10001,12.10001,11.10001,12.40001,12.16468,12.36976,51.88452,51.75024,178.55100,1.64665,4.39121
142995,300.45510,0.00245,16.80000,12.30000,12.40001,12.10001,12.10001,12.20000,11.10001,12.40001,12.16101,12.37342,51.88757,51.75634,178.73240,1.60151,3.87193
143988,300.11970,0.00264,16.80000,12.30000,12.40001,12.10001,12.10001,12.20000,11.10001,12.40001,12.16468,12.37342,51.88757,51.75329,178.06480,1.64824,3.25018
144991,300.15860,0.00265,16.80000,12.30000,12.50000,12.10001,12.10001,12.20000,11.10001,12.40001,12.15369,12.36610,51.88452,51.70751,178.77470,1.62694,4.15160
145991,300.33100,0.00236,16.80000,12.20000,12.50000,12.10001,12.10001,12.10001,11.10001,12.30000,12.15003,12.38074,51.87231,51.71362,179.91180,1.65015,4.06378
146992,300.03250,0.00263,16.80000,12.20000,12.40001,12.10001,12.10001,12.20000,11.10001,12.40001,12.16101,12.36976,51.88147,51.70751,179.26650,1.58943,3.29721
147992,300.14010,0.00261,16.80000,12.30000,12.50000,12.20000,12.10001,12.20000,11.10001,12.30000,12.16101,12.36243,51.88452,51.71362,178.72020,1.61708,3.25180
148992,300.32170,0.00228,16.80000,12.30000,12.40001,12.10001,12.10001,12.20000,11.10001,12.30000,12.15369,12.36243,51.88757,51.70751,178.52660,1.66095,3.45564
